,Hotel Names,Rating,Stars,Location,Center Distance,Price,Description
172,Mihlton Barcelona Boutique B&B,"8,7",3,Eixample,1.3,1.084,"Mihlton Barcelona Boutique B&B está en el centro de Barcelona, a 4 min a pie de Paseo de Gracia y a 400 metros de La Pedrera. Ofrece alojamiento con wifi gratis, aire acondicionado y acceso a un jardín con terraza.

El bed and breakfast ofrece TV de pantalla plana y baño privado con artículos de aseo gratuitos, secador de pelo y ducha. Algunas unidades disponen de zona de estar y/o balcón.

El desayuno diario ofrece opciones buffet, continentales o inglesas/irlandesas.

Cerca del alojamiento hay puntos de interés como Casa Batlló, Estación de metro Passeig de Gràcia y Teatro Tívoli. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
173,Fira Apartments by Gaiarooms,"8,1",4,Sants,2.4,1.576,"Estos apartamentos, modernos y luminosos, están situados junto al centro de exposiciones Fira de Barcelona y ofrecen alojamiento con conexión WiFi gratuita y TV de pantalla plana. La plaza de España está a solo 50 metros.

Los elegantes apartamentos del Ding Dong Fira Apartment están decorados en tonos claros y cuentan con suelo de madera elegante y salón con sofá cama. Solo hay aire acondicionado y calefacción en el salón.

La zona de cocina de planta abierta está bien equipada con lavadora, microondas, tostadora, cafetera Nespresso y utensilios. También incluye toallas, ropa de cama y secador de pelo.

Hay una gran variedad de bares, restaurantes y tiendas a 5 minutos a pie del Fira Apartments by Gaiarooms. La famosa Fuente Mágica y el centro comercial Las Arenas están a 100 metros.

La estación de metro Espanya, situada a 250 metros, ofrece conexión directa con la plaza Catalunya y Las Ramblas. La estación de tren de Sants se halla a 500 metros, aunque también se puede llegar en trayecto directo de metro. A 3 minutos a pie de los apartamentos paran los autobuses con servicio al aeropuerto y los autobuses turísticos."
174,Villa Sagrada,"8,3",3,Eixample,2.3,1.349,"La Villa Sagrada ofrece alojamiento independiente con WiFi gratuita, aire acondicionado y balcón con vistas a la calle y está situada a solo 550 metros de la Sagrada Familia. La estación de metro de Encants se halla a 3 minutos a pie.

Este estudio moderno cuenta con 2 camas individuales, sofá cama, TV de pantalla plana, mesa de comedor, zona de cocina con nevera, fogones, microondas y cafetera y baño con ducha.

En las inmediaciones hay bares, restaurantes y supermercados.

La plaza Catalunya está a 15 minutos en metro y tiene servicio de autobuses directos que enlazan con el aeropuerto de Barcelona. La playa de la Barcelona se encuentra a 3,5 km."
175,Atenea Rekord Suites,"8,5",4,Sarrià,2.5,1.411,"El Atenea Rekord Suites se encuentra en el barrio de Sarriá, en Barcelona, ​​a 10 minutos en tren de la plaza de Catalunya. Hay WiFi gratuita en todas las instalaciones.

Las habitaciones son amplias, cómodas y modernas, y tienen TV vía satélite, caja fuerte y cafetera Nespresso. El baño privado cuenta con artículos de aseo gratuitos y secador de pelo.

El Rekord Café ofrece un desayuno buffet.

La recepción está abierta las 24 horas y dispone de mostrador de información turística.

En las inmediaciones hay numerosos restaurantes, bares y tiendas. La estación de Muntaner está a solo 50 metros del hotel."
176,Barcelonaforrent The Central Place,"8,2",4,Eixample,0.6,3.598,"El Barcelonaforrent The Central Places ofrece vistas a la Casa Batlló y está en una zona céntrica, entre el Paseo de Gracia y La Rambla. Los apartamentos cuentan con balcón, aire acondicionado y WiFi gratuita.

La zona de estar, que presenta una decoración sencilla y un interior luminoso, dispone de TV de pantalla plana con Netflix, sofá cama y soporte para iPod. La cocina está equipada con horno, lavavajillas y cafetera.

Los dormitorios del Barcelonaforrent The Central Places son modernos y tienen suelo de parquet y camas individuales. También disponen de baño privado con ducha y toallas. Se proporciona ropa de cama.

En los alrededores de los apartamentos hay tiendas y restaurantes. La estación de metro Passeig de Gràcia está a 250 metros y ofrece conexiones con la Sagrada Familia y la playa de La Barceloneta en menos de 20 minutos. El aeropuerto de Barcelona-El Prat queda a 15 minutos en coche."
177,Catalonia Castellnou,"8,3",3,Sarrià,3.6,1.132,"El Catalonia Castellnou ofrece recepción 24 horas, WiFi gratuita y habitaciones con aire acondicionado y TV vía satélite. Está ubicado en una zona residencial tranquila, a 250 metros de la estación de metro Tres Torres.

El centro del barrio de Sarrià, situado a unos 10 minutos a pie, alberga numerosas cafeterías, bares y restaurantes.

El Hotel Catalonia Castellnou está cerca de algunos de los centros médicos más importantes de Barcelona, entre ellos las clínicas IVI, Corachan y Fertilab.

El hotel Castellnou también está bien comunicado con la carretera de circunvalación C32 y con el túnel de Vallvidrera. Se encuentra a 15 minutos en tren del centro de Barcelona y a menos de 2 km del estadio Camp Nou (donde juega sus partidos como local el F.C. Barcelona). La avenida Diagonal, que alberga los grandes almacenes El Corte Inglés y otros 2 centros comerciales, queda a 10 minutos a pie. El Real Club de Tenis Barcelona está a 15 minutos a pie."
178,Apartamentos Laforja,"7,7",3,Sarrià,2.4,962,"Estos apartamentos presentan una decoración moderna y ofrecen conexión Wi-Fi gratuita. Se encuentran en el distrito de Sant Gervasi, a menos de 15 minutos a pie de la famosa avenida Passeig de Gracia y de los edificios modernistas.

Los Apartamentos Laforja albergan apartamentos con aire acondicionado, 1 dormitorio doble, zona de estar con sofá cama, baño privado y zona de cocina moderna y bien equipada.

Cerca del establecimiento hay numerosos bares, restaurantes y supermercados. Los huéspedes podrán visitar el encantador barrio de Gracia, situado a menos de 15 minutos a pie de los apartamentos.

Los apartamentos están a 5 minutos a pie de la estación de ferrocarril Muntaner y a 15 minutos a pie de la parada de metro Diagonal.

Los apartamentos se encuentran a solo 10 minutos del centro de la ciudad en transporte público."
179,Hotel Barcelona Center,"8,6",4,Eixample,1.0,1.649,"El Barcelona Center está ubicado en Barcelona, a 400 metros del Paseo de Gracia y a 15 minutos a pie de la plaza de Cataluña. Los huéspedes tienen acceso gratuito a un gimnasio pequeño y a la bañera de hidromasaje de la azotea.

Las habitaciones del Barcelona Center Hotel son modernas y disponen de TV vía satélite y WiFi gratuita. Hay minibar, caja fuerte y baño privado con secador de pelo y artículos de aseo.

El Center Hotel alberga un restaurante típico español. También hay 2 bares, uno de ellos en la azotea.

La recepción está abierta las 24 horas. En las inmediaciones hay parking disponible (se asigna por orden de llegada) por un suplemento de 30 EUR por noche y vehículo."
180,Barcelonaforrent Urban Town Suites,"7,7",3,Sarrià,3.1,2.878,"El Barcelonaforrent Urban Town Suites se encuentra en el barrio barcelonés de Gracia y ofrece aire acondicionado y TV de pantalla plana. La estación de metro Lesseps se encuentra a 10 minutos a pie del apartamento.

Los apartamentos son luminosos y presentan una decoración moderna. Disponen de zona de estar con sofá cama, reproductor de DVD y soporte para iPod. La cocina está equipada con horno, lavavajillas y microondas. También hay lavadora.

Hay 1 habitación doble, 1 habitación con 2 camas individuales y baño con ducha. Se proporcionan toallas y ropa de cama.

El apartamento ofrece servicio de alquiler de coches y bicicletas y servicio de enlace con el aeropuerto por un suplemento.

A 5 minutos a pie del apartamento hay varios restaurantes y bares. El paseo de Gracia, con tiendas de alta gama y La Pedrera de Gaudí, está a 15 minutos en metro. La catedral de la Sagrada Familia está a 3,5 km."
181,Feel at Sants Apartments,"8,6",4,Sants,3.3,2.103,"El Feel at Sants Apartments Barcelona, ubicado a solo 10 minutos a pie de la estación de tren de Sants y a 150 metros de la estación de metro Plaça de Sants, ofrece apartamentos modernos con aire acondicionado y WiFi gratuita.

Todos los apartamentos disponen de zona de salón comedor y cocina con utensilios de cocina. Incluye secador de pelo, ropa de cama y toallas. Algunos apartamentos tienen balcón.

En la zona hay numerosos comercios, bares, restaurantes y supermercados.

La plaza de España, la Fira de Barcelona Montjuïc y el estadio del Camp Nou están a unos 15 minutos a pie."
182,Europark,"8,7",3,Eixample,1.0,1.568,"Situado a 600 metros del céntrico paseo de Gracia de Barcelona, el Hotel Europark ofrece una terraza en la azotea con piscina al aire libre. Las elegantes habitaciones incluyen una TV LCD de 32 pulgadas y conexión inalámbrica a internet gratis.

Cada habitación del Europark cuenta con aire acondicionado y presenta una decoración elegante en blanco y negro. Hay una caja fuerte para portátiles, minibar y un moderno cuarto de baño con secador de pelo.

El Hotel Europark dispone de una cafetería-bar y una sala de desayunos, donde se sirve un variado desayuno bufé. Por la mañana temprano también hay servicio de café gratis.

El hotel está a 15 minutos a pie de la plaza de Cataluña y de Las Ramblas. La estación de metro de Girona está a solo 200 metros y ofrece acceso directo a la playa de la Barceloneta y al barrio Gótico."
183,Sunotel Club Central,"7,9",4,Eixample,1.1,1.350,"El Sunotel Club Central se encuentra en el elegante barrio barcelonés del Eixample y ofrece piscina al aire libre y terraza con bañera de hidromasaje.

Las habitaciones son modernas y cuentan con aire acondicionado, WiFi gratuita de alta velocidad, TV y minibar. El baño privado incluye bañera, ducha y secador de pelo.

El Sunotel Club Central alberga un bar acogedor que sirve bebidas y aperitivos. Hay servicio de habitaciones y la recepción está abierta las 24 horas. Se proporcionan bicicletas de uso gratuito, bajo petición y sujetas a disponibilidad.

El Sunotel Club Central se encuentra a 10 minutos a pie de los monumentos de Gaudí y de las tiendas de diseño del Passeig de Gràcia. La plaza de Catalunya y Las Ramblas están a 15 minutos a pie. En la plaza de Catalunya hay autobuses que enlazan con el aeropuerto."
184,Decô Apartments Barcelona-Born St.,"8,8",4,Ciutat Vella,1.1,1.814,"El Rec Studios Barcelona - Decimonónico ocupa un edificio del siglo XIX situado junto al Paseo del Borne, a 200 metros del Museo Picasso. Ofrece estudios elegantes con WiFi gratuita.

Los estudios tienen aire acondicionado y conservan detalles originales con encanto, como vigas de madera en el techo y paredes de ladrillo a la vista. Incluyen sofá, TV y zona de cocina pequeña con nevera, cafetera y hervidor de agua.

El barrio del Borne acoge una amplia variedad de restaurantes y cafeterías. A 100 metros del Rec Studios Barcelona hay numerosas tiendas, ​​y en la planta baja del edificio encontrará un bar.

El establecimiento se encuentra a 5 minutos a pie de la estación de metro Jaume I, a solo 100 metros de la catedral de Santa María del Mar y a 2 km de las famosas Ramblas y la playa de la Barceloneta."
185,AC Hotel Diagonal L'Illa by Marriott,"8,8",4,Les Corts,2.9,1.542,"El AC Hotel Diagonal L´Illa ofrece alojamiento en Barcelona, ​​a 1,8 km del Camp Nou. El establecimiento cuenta con restaurantes y aparcamiento de pago ubicado en el centro comercial.

Hay WiFi gratuita en todo el hotel.

Todas las habitaciones del hotel incluyen ropa de cama de lujo, TV de pantalla plana y escritorio grande. El baño es privado y tiene ducha y artículos de aseo gratuitos.

La recepción está abierta las 24 horas. El establecimiento se encuentra rodeado de jardines exuberantes y cerca de varios restaurantes y boutiques de lujo.

El Suite Bar se encuentra en la 2ª planta del hotel y ofrece un ambiente moderno y acogedor. También presenta una decoración contemporánea y una iluminación ideal para tomar una copa.

El AC Hotel Diagonal L´Illa está a 3,8 km del Museo Picasso y a 2,2 km de La Pedrera. El aeropuerto de El Prat, el más cercano, queda a 11 km."
186,Blanc Guest House,"8,6",,Sarrià,1.9,1.043,"El Blanc Guest House se encuentra a 8 minutos a pie del conocido ​​Passeig de Gràcia de Barcelona y dispone de una bonita terraza y habitaciones elegantes con conexión Wi-Fi gratuita y TV de pantalla plana.

Las habitaciones del Blanc Guest House están decoradas en color blanco y tienen suelo de parqué y muebles blancos. Además, incluyen aire acondicionado, calefacción y ventilador. Algunas tienen baño privado.

El personal de la recepción ofrece información turística sobre Barcelona y un servicio de alquiler de coches.

El Blanc está situado a 8 minutos a pie de la estación de metro de Diagonal, bien comunicada con el resto de la ciudad. La Plaza Catalunya está a 2 paradas en metro."
187,Room in a well-located apartment in the city of Barcelona,"7,8",3,Eixample,1.2,971,"Room in a well-located apartment in the city of Barcelona se encuentra a 1,3 km del centro de Barcelona y ofrece salón de uso común y terraza. Se ofrece wifi gratis en todo el alojamiento.

Cerca del alojamiento hay puntos de interés como Paseo de Gracia, Casa Batlló y La Pedrera. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
188,Hotel Rec Barcelona - Adults Only,"8,7",3,Ciutat Vella,0.9,1.499,"Hotel Rec Barcelona - Adults Only es un alojamiento bien ubicado en Barcelona que ofrece piscina de temporada al aire libre, wifi gratis, salón de uso común y habitaciones con aire acondicionado. El alojamiento está a 2 km de Platja del Somorrostro y a 2 km de Platja de la Barceloneta, y ofrece terraza y bar. Hay parking privado en el propio alojamiento.

En el hotel, cada habitación incluye escritorio, TV de pantalla plana, baño privado, ropa de cama y toallas. Cada habitación está equipada con caja fuerte, algunas ofrecen balcón y otras también ofrecen vistas a la ciudad. Las habitaciones cuentan con armario y hervidor.

En el alojamiento se puede disfrutar de un desayuno buffet, continental o americano.

En recepción se habla catalán, alemán, inglés y español, y el personal siempre está dispuesto a echar una mano.

Cerca del alojamiento hay puntos de interés como Paseo de Gracia, Palacio de la Música Catalana y Teatro Tívoli. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
189,Up Suites BCN,"9,0",4,Eixample,1.3,1.955,"El Up Suites Bcn está situado en el barrio del Eixample de Barcelona, a 10 minutos a pie de la plaza Universitat. Ofrece apartamentos modernos con aire acondicionado, conexión Wi-FI gratuita, TV vía satélite y balcón privado

Los apartamentos Up Suites son luminosos y están decorados en tonos blanco y negro con muebles de pino. Incluyen una zona de estar con TV de pantalla plana y reproductor de CD.

La cocina es amplia y dispone de fogones, microondas, lavavajillas y lavadora. El Up Suites Bcn también ofrece un servicio diario gratuito de limpieza.

El personal de recepción puede ayudar a los huéspedes a organizar su estancia en Barcelona, a reservar excursiones guiadas y a comprar entradas. También ofrece bicicletas y coches de alquiler.

El Up Suites Bcn está a solo 15 minutos a pie de la Plaça Catalunya, la plaza principal de Barcelona, desde donde podrá visitar las Ramblas y La Pedrera y la Casa Batlló de Gaudí. Además, en las inmediaciones hay numerosos bares y restaurantes."
190,Ilunion Bel-Art,"8,4",4,Horta,2.6,1.513,"Ilunion Bel-Art está en Barcelona, a 12 min a pie de Sagrada Familia, y dispone de alojamiento con centro de fitness, parking privado, salón de uso común y restaurante. Este hotel de 4 estrellas tiene wifi gratis, mostrador de información turística y guardaequipaje. Este alojamiento libre de humo se encuentra a 2,6 km de Paseo de Gracia.

El hotel ofrece habitaciones con aire acondicionado, escritorio, hervidor, minibar, caja fuerte, TV de pantalla plana y baño privado con bañera. En Ilunion Bel-Art, cada habitación dispone de ropa de cama y toallas.

El desayuno diario ofrece opciones buffet, continentales o inglesas/irlandesas.

En recepción se habla catalán, inglés, español y francés, y el personal siempre está dispuesto a echar una mano.

La Pedrera está a 2,7 km del alojamiento, y Parque Güell está a 1,8 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 16 km."
191,Hg City Suites Barcelona Apartments,"8,8",4,Sarrià,2.3,1.174,"Hg City Suites Barcelona Apartments se encuentra en Barcelona, cerca de Paseo de Gracia, La Pedrera, y Casa Batlló. Dispone de wifi gratis y salón de uso común.

El alojamiento tiene aire acondicionado, cocina totalmente equipada, TV de pantalla plana y baño privado con ducha, artículos de aseo gratuitos y secador de pelo.

El apartamento ofrece servicio de alquiler de coches.

Estación de metro Passeig de Gràcia está a 2,5 km del alojamiento, y Plaza Cataluña está a 2,5 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km."
192,Hotel Santa Marta,"8,6",2,Ciutat Vella,1.3,1.150,"El Hotel Santa Marta se encuentra a solo 100 metros del moderno barrio barcelonés del Born ​​y de la estación de trenes de França. Ofrece habitaciones sencillas con aire acondicionado, TV, suelo de baldosa y baño privado.

El establecimiento está a unos 200 metros de la estación de metro de Barceloneta, a 5 minutos a pie de los bares de Barceloneta y a menos de 500 metros del barrio Gótico.

El Hotel Santa Marta cuenta con máquinas expendedoras de bebidas y aperitivos. Hay un aparcamiento a solo 5 minutos a pie."
193,H10 Marina Barcelona,"8,3",4,Sant Martí,2.0,1.571,"El H10 Marina Hotel Barcelona está a 10 minutos a pie del puerto olímpico de Barcelona. Tiene gimnasio, spa y WiFi gratuita. La piscina y la terraza solárium de la azotea ofrecen fantásticas vistas a la ciudad y al mar.

Las habitaciones del Hotel H10 Marina Barcelona son luminosas y cuentan con aire acondicionado, suelo de parquet y TV vía satélite. Tienen baño privado con secador de pelo. 

El restaurante Dionissos del hotel sirve tapas y platos a la carta. También hay servicio de habitaciones. El bar La Llum propone una carta de vinos variada. 

El acceso al spa del H10 Marina comporta un suplemento. Cuenta con sauna, baños de vapor y piscina cubierta. También se ofrecen masajes y tratamientos de belleza. 

La playa de Bogatell, donde hay muchos chiringuitos y restaurantes, está a 10 minutos a pie del hotel. Está a 200 metros de la parada de metro Bogatell, que permite llegar al centro de Barcelona en 10 minutos. 

El establecimiento cuenta con mostrador de información turística y servicio de alquiler de coches y bicicletas. Además, dispone de servicio de lavandería, servicio de limpieza en seco y servicio de planchado."
194,Praktik Garden,"8,2",2,Eixample,0.7,1.235,"El Praktik Garden alberga una terraza jardín encantadora y está situado a 400 metros del exclusivo Paseo de Gracia de Barcelona. Ofrece habitaciones elegantes, totalmente reformadas en 2015, con suelo de mosaicos de colores, TV de pantalla plana y conexión WiFi gratuita.

A pocos pasos del hotel está la estación de metro Girona, desde donde se puede llegar a la playa de la Barceloneta en 15 minutos. Plaza Cataluña está a 10 minutos a pie del hotel.

Todas las habitaciones del Praktik Garden están equipadas con aire acondicionado y baño moderno con ducha. Algunas tienen balcón.

El hotel dispone de salón y terraza jardín amueblada. Además, hay máquinas expendedoras de bebidas disponibles las 24 horas."
195,H Regas Adults Only,"7,3",2,Sarrià,2.0,1.207,"H Regas Adults Only, que está a 6 min a pie de Paseo de Gracia y a 1 km de La Pedrera, ofrece habitaciones con aire acondicionado y baño privado en Barcelona. Este hostal o pensión de 2 estrellas tiene wifi gratis, servicio de habitaciones y recepción 24 horas. El hostal o pensión tiene bañera de hidromasaje y guardaequipaje.

Todas las habitaciones de este alojamiento están equipadas con TV de pantalla plana. Cada habitación dispone de baño privado con bañera, artículos de aseo gratuitos y secador de pelo. En el hostal o pensión, todas las habitaciones tienen ropa de cama y toallas.

Casa Batlló está a 17 min a pie del alojamiento, y Estación de metro Passeig de Gràcia está a 1,8 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km."
196,Aspasios Charming Flats,"8,6",4,Eixample,1.5,1.520,"El Aspasios Charming Flats ofrece alojamiento en Barcelona. Montjuïc está a 900 metros. Hay WiFi gratuita en todo el establecimiento.

Todos los alojamientos están equipados con aire acondicionado, zona de estar y zona de comedor. Algunos tipos de alojamiento tienen terraza y/o balcón. Hay una cocina con lavavajillas, horno, microondas, cafetera y hervidor. El baño privado incluye secador de pelo y artículos de aseo gratuitos. Se ofrecen toallas y ropa de cama.

El Aspasios Charming Flats se sitúa a 1,4 km de la plaza Reial y a 1,5 km de la plaza Catalunya. El aeropuerto más cercano es el de Barcelona El Prat, situado a 11 km del Aspasios Charming Flats."
197,AMISTAT City Hostel Barcelona,"8,5",,Sant Andreu,3.8,955,"AMISTAT City Hostel Barcelona dispone de salón de uso común, terraza, restaurante y bar en Barcelona. Este alojamiento ofrece servicio de conserjería y mostrador de información turística, además de wifi gratis en todo el alojamiento. El alojamiento ofrece ocio nocturno y cocina compartida.

Las habitaciones de este alojamiento incluyen aire acondicionado y armario.

El desayuno ofrece opciones a la carta, continentales o vegetarianas.

En la recepción 24 horas se habla catalán, alemán, inglés y español, y el personal estará encantado de ayudar en cualquier momento.

Sagrada Familia está a 3,1 km del alojamiento, y La Pedrera está a 4,6 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 17 km."
198,Acta BCN 40,"8,4",2,Ciutat Vella,0.6,1.132,"El Acta BCN 40 Hotel se encuentra en el centro de Barcelona, a 350 metros de la plaza de La Universidad y a 5 minutos a pie de Las Ramblas. Sus modernas habitaciones incluyen TV de pantalla plana vía satélite.

Las habitaciones del Acta tienen caja fuerte gratuita, aire acondicionado en verano, calefacción en invierno, y baño privado con secador de pelo y artículos de aseo. Se puede solicitar una plancha en la recepción.

El hotel sirve desayuno buffet abundante en su elegante comedor, y está a pocos minutos a pie de muchos bares, tiendas y restaurantes. Hay desayuno sin gluten bajo petición.

El Acta BCN 40 cuenta con recepción 24 horas y consigna de equipaje. Hay aparcamiento cerca por un suplemento."
199,Allegro Barcelona,"8,7",3,Eixample,1.3,1.310,"El Allegro Barcelona es un hotel de diseño futurista situado a 100 metros de la estación de metro Diagonal de Barcelona. Ofrece habitaciones elegantes con wifi gratuita, radio digital y TV LCD con canales vía satélite.

Las habitaciones del Allegro Barcelona presentan una decoración elegante en blanco con toques de color. Las habitaciones tienen aire acondicionado y caja fuerte electrónica. El baño incluye secador de pelo y artículos de aseo.

El Allegro Barcelona sirve desayuno buffet continental hasta las 10:30 de cada mañana. En la rambla de Cataluña​, a 5 minutos a pie, hay numerosos bares de tapas y cafeterías.

Los huéspedes pueden disfrutar de wifi portátil de forma gratuita.

Los famosos edificios de Gaudí y las tiendas de diseño del paseo de Gracia se encuentran a solo 500 metros, mientras que la plaza de Cataluña queda a 15 minutos a pie. El personal de recepción, abierta las 24 horas, puede proporcionar información sobre Barcelona, recomendar excursiones y organizar traslados al aeropuerto."
200,Mosaic by Ona,"8,5",3,Eixample,0.9,1.430,"El Mosaic by Ona se encuentra en Barcelona, en un edificio histórico en el corazón de La Rambla de Catalunya, a 10 minutos a pie de la Plaça Catalunya y a 5 minutos a pie de la Casa Batlló y La Pedrera. Hay WiFi gratuita en todas las zonas.

Todas las habitaciones del hotel presentan una decoración moderna y disponen de aire acondicionado y TV de pantalla plana. Algunas cuentan con terraza o balcón. El baño es privado e incluye ducha.

La recepción permanece abierta las 24 horas y facilita información sobre los lugares y las actividades de interés en Barcelona. Este hotel también proporciona servicio de alquiler de coches.

Hay una gran variedad de bares y restaurantes en las inmediaciones.

El Mosaic by Ona se halla a 15 km del aeropuerto de Barcelona-El Prat, el más cercano."
201,Hotel Casa Teva Barcelona,"8,8",,Ciutat Vella,1.0,1.364,"Situado en el animado barrio del Raval, a 250 metros de Las Ramblas, el Hotel Casa Teva Barcelona ofrece fácil acceso al casco antiguo de Barcelona. Cuenta con recepción abierta las 24 horas y habitaciones con aire acondicionado y televisor.

El Palau Güell de Gaudí está a sólo 100 metros del hotel, mientras que el mercado de la Boquería se encuentra a 5 minutos a pie.

En las inmediaciones hay varios restaurantes, bares y cafeterías. El puerto viejo de Barcelona y el centro comercial Maremagnum están a 20 minutos a pie del hotel.

La estación de metro Drassanes se halla a unos 500 metros de distancia. Los huéspedes pueden llegar a lugares de interés como la Sagrada Familia y el Parc Güell en unos 20 minutos en metro."
202,Hostel New York,"7,1",,Ciutat Vella,1.1,824,"El Hostel New York es un albergue juvenil ubicado en el Barrio Gótico de Barcelona, a 5 minutos a pie de Las Ramblas. Cuenta con recepción 24 horas y WiFi gratuita. Se halla a 500 metros de las estaciones de metro Jaume y Drassanes.

Las habitaciones compartidas del albergue son sencillas y presentan una decoración modesta. Disponen de literas y taquillas individuales. Los huéspedes tienen acceso a un baño compartido. La ropa de cama se facilita de forma gratuita.

Hay una cocina disponible para los huéspedes por las noches. La sala de TV cuenta con máquinas expendedoras de bebidas y aperitivos. También hay 2 ordenadores.

El New York es ideal para visitar numerosos lugares de interés de Barcelona a pie. Se encuentra a 10 minutos a pie del parque de la Ciudadela y a 15 minutos a pie de la playa de la Barceloneta.

El autobús que lleva al puerto de ferris está a 10 minutos a pie del albergue. Los autobuses que llevan al aeropuerto salen desde la plaza de Cataluña, situada a 20 minutos a pie."
203,Hotel Derby,"8,0",4,Les Corts,2.4,1.339,"El Derby está situado a 300 metros del centro comercial L'Illa Diagonal y a 20 minutos a pie del estadio Camp Nou del FC Barcelona. Todas las habitaciones disponen de aire acondicionado, TV de pantalla plana vía satélite y conexión gratuita a internet.

El elegante Derby Hotel tiene una impresionante colección de arte catalán, incluidas obras de Miró y Tàpies. Las habitaciones presentan un diseño funcional y suelo de parquet. Todas incluyen caja fuerte y minibar.

El Hotel Derby alberga la pizzería italiana Santa Napoli y la coctelería Lima Bruja, de estilo peruano.

Los huéspedes pueden acceder al gimnasio y la piscina del Gran Derby Hotel, situado a solo 10 metros. La estación de metro Hospital Clínic está a 800 metros, mientras que la Feria de Muestras de la Plaza de España se encuentra a 20 minutos a pie."
204,Catalonia Born,"8,7",4,Ciutat Vella,0.9,1.598,"El Catalonia Born ocupa un edificio del siglo XIX ubicado en el barrio barcelonés del Born y tiene WiFi gratuita, piscina en la azotea y un patio central con encanto. La estación de metro Arc de Triomf queda a 250 metros.

Las habitaciones del Catalonia Born Hotel son de estilo clásico y tienen baño elegante de mármol. También disponen de TV vía satélite y calefacción o aire acondicionado central (según la temporada).

Se sirve un desayuno buffet. El bar cafetería abre para el almuerzo y la cena. También alberga un bar en el vestíbulo.

El hotel se encuentra a solo unos minutos de la estación de Francia y está bien comunicado con el resto de la ciudad y con los alrededores. El mostrador de información turística presta un servicio de alquiler de coches."
205,Nicebarcelonaapartments,"8,6",3,Ciutat Vella,1.9,1.720,"El City&Beach Apartments está ubicado en Barcelona, a 150 metros de la playa de la Barceloneta, y dispone de WiFi gratuita y aire acondicionado.

Este establecimiento ofrece apartamentos modernos de 2 dormitorios con cocina con microondas y lavadora, toallas y ropa de cama.

En la zona encontrará numerosos restaurantes, bares y supermercados.

El establecimiento está a 5 minutos a pie del Port Vell y a 10 minutos a pie de la estación de metro de Barceloneta."
206,Fisa Rentals Les Corts Apartments,"8,7",4,Les Corts,2.5,1.383,"Estos apartamentos modernos y elegantes disponen de conexión Wi-Fi gratuita y cocina bien equipada. Se encuentran a solo 10 minutos a pie de la estación de tren de Sants y a 450 metros de la estación de metro de Entença.

Los luminosos apartamentos del Fisa Rentals presentan una decoración minimalista. Tienen aire acondicionado, sala de estar con TV de pantalla plana por cable y cocina con lavadora, microondas y cafetera. Algunos apartamentos disponen de terraza con vistas a la ciudad y están disponibles bajo petición (sujetos a disponibilidad).

Los Fisa Rentals Les Corts Apartments están cerca de una variedad de bares y supermercados. Se sitúan a unos 600 metros del centro comercial L'Illa Diagonal.

Los apartamentos se hallan a 5 minutos a pie de una parada por donde pasan autobuses en dirección al centro de la ciudad. Podrá llegar al estadio Camp Nou del FC Barcelona en 20 minutos a pie o en 5 minutos en autobús o metro."
207,Serennia Exclusive Rooms,"8,6",3,Eixample,0.4,1.637,"El Serennia Exclusive Rooms se encuentra en Barcelona, a 400 metros de la plaza Plaça Catalunya, y ofrece alojamiento y conexión WiFi gratuita en todo el recinto.

Algunas habitaciones disponen de zona de estar y todas incluyen TV de pantalla plana y baño privado con bañera, secador de pelo y artículos de aseo gratuitos.

El establecimiento cuenta con un salón compartido.

El Serennia Exclusive Rooms está a 600 metros de la avenida Portal de l'Angel, a 900 metros de la catedral de Barcelona y a 12 km del aeropuerto de Barcelona-El Prat, el más cercano."
208,Hotel Barcelona Universal,"8,3",4,Ciutat Vella,1.3,1.573,"El Barcelona Universal ofrece WiFi gratuita, gimnasio y piscina en la azotea con vistas a la ciudad. Se encuentra junto a la estación de metro de Parallel y a solo 600 metros de Las Ramblas.

Las habitaciones del Barcelona Universal Hotel son amplias y funcionales. Tienen suelo de madera, aire acondicionado y baño con artículos de aseo y toallero eléctrico.

El restaurante Medea del Barcelona Universal sirve un desayuno buffet con productos fríos y calientes, así como una gran variedad de opciones saludables.

El hotel está situado a 20 minutos a pie de la Fuente Mágica y del Museo de Arte MNAC, en Montjuïc. La plaza de Cataluña se halla a solo 3 paradas de metro, mientras que los animados bares del barrio del Raval quedan a solo 500 metros."
