,Hotel Names,Rating,Stars,Location,Center Distance,Price,Description
152,Catalonia Born,"8,7",4,Ciutat Vella,0.9,3.418,"El Catalonia Born ocupa un edificio del siglo XIX ubicado en el barrio barcelonés del Born y tiene WiFi gratuita, piscina en la azotea y un patio central con encanto. La estación de metro Arc de Triomf queda a 250 metros.

Las habitaciones del Catalonia Born Hotel son de estilo clásico y tienen baño elegante de mármol. También disponen de TV vía satélite y calefacción o aire acondicionado central (según la temporada).

Se sirve un desayuno buffet. El bar cafetería abre para el almuerzo y la cena. También alberga un bar en el vestíbulo.

El hotel se encuentra a solo unos minutos de la estación de Francia y está bien comunicado con el resto de la ciudad y con los alrededores. El mostrador de información turística presta un servicio de alquiler de coches."
153,Barcelona Apartment Aramunt,"7,2",3,Eixample,0.9,2.146,"El Aramunt Apartment ofrece estudios elegantes y modernos a 10 minutos a pie de la estación de metro de Paseo de Gracia. El establecimiento tiene WiFi gratuita y una terraza con tumbonas y piscina pequeña (5,5 x 1 metro).

Los estudios del Aramunt pueden alojar a 2-4 personas, son luminosos y están totalmente equipados. Disponen de aire acondicionado, zona de cocina, secadora de ropa y lavavajillas. También incluyen zona de comedor y zona de estar con TV de pantalla plana y sofá cama doble. Hay baño con ducha, secador de pelo y artículos de aseo gratuitos.

A pocos pasos del alojamiento se pueden encontrar muchos lugares turísticos. En el cercano paseo de Gracia hay ejemplos de arquitectura modernista muy conocidos, como la Casa Batlló y La Pedrera.

El corazón cultural de la capital catalana, situado en los alrededores de la plaza de Cataluña y las Ramblas, está a 10 minutos a pie del establecimiento.

Los huéspedes del Aramunt Apartment tienen acceso gratuito al Museo Egipcio de Barcelona. Además, hay aparcamiento público de pago en las inmediaciones del establecimiento y los autobuses que van a la playa de la Barceloneta paran delante de los apartamentos."
154,Central and Basic Universitat for YOUNG HOSTEL,"7,6",1,Ciutat Vella,0.6,1.472,"El establecimiento se encuentra en el distrito de Ciutat Vella, junto al Museo MACBA y a 5 minutos a pie de la plaza Universitat.

Todas las habitaciones están decoradas con colores vivos y cuentan con camas individuales que se pueden unir. Algunas tienen baño privado con ducha. Se proporcionan artículos de aseo gratuitos.

El Central & Basic Universitat está rodeado de una gran variedad de tiendas y supermercados. A 5 minutos a pie hay algunos de los restaurantes y bares más de moda de la ciudad.

Las Ramblas y el mercado de la Boquería están a 800 metros y la plaza de Cataluña, a unos 10 minutos a pie. El aeropuerto de Barcelona-El Prat está a 30 minutos en transporte público. A solo 800 metros hay una parada de autobús con servicio regular."
155,Ciudad Condal Hostal - Paseo de Gracia,"7,7",3,Eixample,1.0,1.833,"El Hostal Ciudad Condal - Paseo de Gracia ofrece un alojamiento situado en el barrio de la ciudad de Barcelona. Las habitaciones se distribuyen por la planta principal de una casa con una arquitectura catalogada en el patrimonio municipal como el conjunto de Casas Àngel Batlló de la calle Mallorca, 255, entre el famoso paseo de Gracia y la animada Rambla de Cataluña.

Todas las habitaciones disponen de aire acondicionado, calefacción, baño privado, ventana, TV de pantalla plana, escritorio, caja fuerte, baúl, secador de pelo, artículos de aseo básicos y WiFi gratuita. Debido a las características arquitectónicas del edificio, todas las habitaciones son diferentes. Cada una de ellas presenta un diseño sencillo y funcional que se adapta al espacio.

El establecimiento ofrece habitaciones individuales, dobles, dobles superiores y triples, así como suites y habitaciones familiares con capacidad para un máximo de 4 personas. Algunos alojamientos tienen balcón con vistas a la calle o a los famosos jardines interiores del conjunto arquitectónico del Ensanche de Barcelona (plan Cerdà). Otras habitaciones son interiores.

En el paseo de Gracia y en la zona de Gracia hay muchas cafeterías y restaurantes.

El establecimiento se encuentra a unos 200 metros de la Casa Batlló y La Pedrera (obras de Gaudí). La estación de metro Diagonal está a 5 minutos a pie. La plaza de Cataluña y Las Ramblas se encuentran a solo 2 paradas de metro."
156,Park Hotel,"8,4",3,Ciutat Vella,1.2,2.672,"El Park Hotel ofrece alojamiento elegante y se encuentra en el afamado distrito barcelonés del Born, a solo 10 minutos a pie de la playa de La Barceloneta y frente a la estación de Francia. La recepción está abierta las 24 horas, y hay WiFi gratuita en todo el establecimiento.

Las habitaciones del Hotel Park tienen aire acondicionado, TV de pantalla plana vía satélite y decoración moderna en colores cálidos. Están insonorizadas.

Se sirve desayuno buffet a diario en la luminosa cafetería del hotel, y las instalaciones albergan el restaurante Ten's, del galardonado chef Jordi Cruz y con gran variedad de raciones.

El Park Hotel está a solo 200 metros del mercado público del Born y del parque de La Ciudadela, donde se halla el zoológico de Barcelona.

El hotel está a 300 metros de la estación de metro de Barceloneta, comunicada con el centro de la ciudad en un trayecto de 5 minutos."
157,Happy People Plaza España Apartments,"8,2",3,Sants,2.8,3.587,"El Happy People Plaza España Apartments ofrece apartamentos con aire acondicionado y conexión Wi-Fi gratuita en Barcelona, a 10 minutos a pie de la plaza de España. El edificio alberga una terraza chill out en la azotea.

Los apartamentos son modernos y luminosos y disponen de salón con TV de pantalla plana y cocina con zona de comedor y microondas. Ambos apartamentos cuentan con 2 dormitorios dobles, 2 dormitorios con 2 camas individuales y 2 baños. Las toallas y la ropa de cama están incluidas.

En la zona de los alrededores hay multitud de restaurantes, bares y tiendas. Los apartamentos están situados a 300 metros de la estación de metro de Hostafrancs y a 10 minutos en metro de la plaza de Cataluña.

La estación de tren de Barcelona Sants, que conecta con el aeropuerto de Barcelona, está a 5 minutos a pie del Happy People Plaza España Apartments."
158,Barcelonaguest,"8,0",4,Eixample,1.0,3.246,"Los apartamentos, recientemente reformados, están ubicados en el distrito de L’Eixample, en el centro de la cosmopolita y dinámica ciudad de Barcelona, a sólo 5 minutos de Paseo de Gracia, Rambla Cataluña y Plaza Cataluña.  

Se trata de apartamentos modernos y completamente equipados. Su situación es ideal para turistas, ya que se encuentran en una zona residencial céntrica y segura. 

Ofrecen además excelentes conexiones con la estación de metro, paradas de bus y la estación de tren de la RENFE, que le permitirán acceder con facilidad a los sitios de interés de Barcelona. Visite los famosos edificios de Gaudí, situados en el Paseo de Gracia y en La Rambla, donde además podrá disfrutar de las tiendas de moda y de los animados cafés y restaurantes."
159,Olivia Plaza Hotel,"9,3",4,Ciutat Vella,0.15,4.327,"El Hotel Olivia Plaza está situado en la plaza de Catalunya, en el centro de Barcelona, y ofrece WiFi gratuita y un bar con terraza con vistas a la iglesia de Santa Ana. Las habitaciones son elegantes y cuentan con TV de pantalla plana.

Este hotel de diseño sirve un desayuno buffet. Los huéspedes también pueden pedir el desayuno en la habitación. El moderno restaurante Nineteen ofrece cocina mediterránea.

Las habitaciones del Olivia Hotel Barcelona son elegantes y cuentan con caja fuerte de uso gratuito y vistas a la plaza. También disponen de un sofá o una butaca y una mesa de desayuno.

Los huéspedes del Olivia Plaza Hotel tienen acceso gratuito al gimnasio Holmes Place Urquinaona, situado a 500 metros del hotel. Allí, los huéspedes pueden hacer uso gratuito de la zona de la piscina y de la sala de fitness.

El Olivia Plaza Barcelona está a solo 100 metros de las famosas Ramblas, con sus numerosos restaurantes y sus artistas callejeros. La estación de metro de Catalunya está a 2 minutos a pie del hotel y el Barrio Gótico está a menos de 10 minutos."
160,Eurostars Grand Marina Hotel GL,"8,3",5,Ciutat Vella,1.9,4.422,"Este hotel de diseño, de 5 estrellas, está situado en el edificio del World Trade Center, a 5 minutos a pie de La Rambla, y goza de vistas al puerto de Barcelona. Ofrece piscina de temporada en la azotea, gimnasio y terraza amplia.

Las modernas habitaciones del Eurostars Grand Marina Hotel GL están decoradas con tejidos en tonos cálidos y suelo de madera. También tienen TV de pantalla plana vía satélite, escritorio amplio y carta de almohadas.

El elegante restaurante Grand Marina sirve platos mediterráneos elaborados con ingredientes de temporada, mientras que el bar del vestíbulo ofrece cócteles exóticos y música en directo. Por las mañanas se sirve un desayuno abundante en la terraza, cuando el tiempo lo permite.

El gimnasio del Marina GL está equipado con aparatos cardiovasculares y pesas libres. También se ofrece servicio de masajes.

La estación de metro de Drassanes, que enlaza con el resto de la ciudad, está a solo 500 metros del hotel, mientras que el aeropuerto de Barcelona se encuentra a 15 km."
161,Silken Ramblas,"8,2",4,Ciutat Vella,0.45,3.409,"Este hotel elegante goza de una ubicación céntrica excelente en Barcelona, a 50 metros de Las Ramblas y a solo 100 metros de la plaza Catalunya. Dispone de piscina en la azotea, sauna y WiFi gratuita.

Las habitaciones del Silken Ramblas son elegantes y están equipadas con TV de pantalla plana vía satélite, minibar y baño privado con secador de pelo. La calefacción central y el aire acondicionado están disponibles según la temporada. 

El Silken alberga un bar restaurante y una terraza agradable. Además, hay servicio de habitaciones. 

El Silken cuenta con mostrador de información turística y se encuentra cerca de la plaza Catalunya, donde hay una parada del autobús turístico."
162,Hesperia Barcelona Presidente,"8,5",4,Sarrià,1.9,3.282,"Estas habitaciones amplias están ubicadas en la avenida Diagonal de Barcelona y ofrecen Chromecast, TV de pantalla plana, wifi gratuita y aire acondicionado. Bajo petición, se proporciona set de café y té, agua gratuita durante toda la estancia y material deportivo. Hay un gimnasio y una terraza que ofrece vistas hermosas a la ciudad.

Este hotel tiene vistas a la ciudad.

El Hesperia Barcelona Presidente está cerca de una zona comercial y a 50 metros de la parada del principal autobús turístico. El popular centro comercial Illa está a 15 minutos a pie.

La estación de metro Diagonal, con servicio directo a la Plaza Catalunya, se halla a 10 minutos a pie. La Pedrera de Gaudí y el Paseo de Gracia, donde hay numerosas tiendas de moda, se encuentran a unos 15 minutos a pie."
163,YOUTH HOSTEL - Central and Basic Drassanes,"7,9",,Ciutat Vella,1.1,1.398,"La Pensión Solárium se encuentra en el distrito de Ciutat Vella de Barcelona, a 5 minutos a pie de Las Ramblas y de la estación de metro de Drassanes. Ofrece un salón y una terraza pequeña con WiFi gratuita.

La Pensión Solárium presenta una decoración sencilla y moderna. Las habitaciones tienen baño privado o compartido.

La Pensión está a 10 minutos a pie de varios bares y cafeterías. En el Raval y en el cercano Barrio Gótico hay diversos restaurantes populares.

El establecimiento Solárium se halla a 500 metros del Puerto Viejo de Barcelona y a 20 minutos en autobús de las playas de la Barceloneta. Los autobuses del aeropuerto salen de la plaza de Cataluña, situada a 2 paradas de metro de la estación de Drassanes."
164,"Radisson Blu 1882 Hotel, Barcelona Sagrada Familia","8,9",4,Gracia,1.9,4.174,"El Radisson Blu 1882 Hotel, Barcelona Sagrada Familia se encuentra en Barcelona, a 400 metros de la Sagrada Familia, y ofrece piscina al aire libre y centro de fitness. El hotel de 4 estrellas dispone de habitaciones con aire acondicionado, baño privado y wifi gratuita.

Todas las habitaciones del hotel tienen escritorio. Las habitaciones incluyen TV de pantalla plana y algunas tienen vistas a la ciudad. Todas las habitaciones disponen de armario.

El establecimiento sirve todas las mañanas un desayuno continental.

El Radisson Blu 1882 Hotel, Barcelona Sagrada Familia cuenta con una terraza con vistas a la Sagrada Familia.

El personal está disponible las 24 horas.

El establecimiento se halla a 14 minutos a pie de La Pedrera. El aeropuerto de Barcelona El Prat es el más cercano, situado a 14 km del Radisson Blu 1882 Hotel, Barcelona Sagrada Familia."
165,Ciutadella Park Born,"8,0",4,Sant Martí,1.3,2.826,"Ciutadella Park Born está en el barrio de Sant Martí, en Barcelona, a 19 min a pie de Platja del Somorrostro, a 1,7 km de Platja de la Nova Icària y a 1,9 km de Platja de la Barceloneta. Este apartamento está a 2,6 km de Playa de la Mar Bella y a 1,7 km de Port Olimpic.

Este apartamento de 3 dormitorios tiene aire acondicionado y ofrece 2 baños con ducha, bañera y secador de pelo. Hay TV.

Cerca del alojamiento hay puntos de interés como Santa María del Mar, Museo Picasso y Paseo de Gracia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
166,Chic & Basic Born Boutique Hotel,"8,2",3,Ciutat Vella,1.0,2.286,"Este hotel de diseño se encuentra en el moderno barrio barcelonés del Born, a 250 metros del Museo Picasso. Cuenta con gimnasio, recepción 24 horas y habitaciones con aire acondicionado, iluminación LED colorida y TV de pantalla plana.

El Chic & Basic Born ofrece café, té y agua gratuitos en una zona de autoservicio. El hotel también dispone de un salón con conexión wifi gratuita y cómodos sillones de diseño.

El edificio de estilo modernista tiene techos altos, ventanas grandes y escaleras de mármol. Se encuentra a 100 metros del parque de la Ciudadela y del Museo del Chocolate de Barcelona. La Rambla se encuentra a 10 minutos a pie.

Las habitaciones del Chic & Basic Born Boutique Hotel cuentan con una cabina de ducha de cristal en el centro de la habitación. También incluye secador de pelo, zapatillas y artículos de aseo.

El desayuno se sirve en el bar Moderna del Chic & Basic, donde también se puede disfrutar de un cóctel. Está abierto todos los días de 8:00 a 22:00."
167,Sercotel Amister Art Hotel Barcelona,"8,2",4,Eixample,1.6,3.698,"El Sercotel Amister Art Hotel Barcelona está situado a solo 10 minutos a pie del moderno Paseo de Gracia de Barcelona y cuenta con una terraza en la azotea con piscina y bar. Hay WiFi gratuita en todas las instalaciones.

Cada planta del hotel está dedicada a un artista diferente, y las habitaciones están decoradas con obras de arte contemporáneo. Las elegantes habitaciones disponen de TV de pantalla plana, caja fuerte y aire acondicionado.

El Sercotel Amister Art Hotel Barcelona está en el barrio del Eixample de Barcelona, a unos 400 metros de las estaciones de metro Entença y Hospital Clínic. La Casa Batlló y La Pedrera de Gaudí se encuentran a 15 minutos a pie.

En el hotel se puede gestionar el aparcamiento. El establecimiento se encuentra frente a una parada de autobús y taxi.

Las cunas están disponibles bajo petición y sujetas a disponibilidad. Se puede usar el apartado de peticiones especiales del formulario de reserva o contactar con el establecimiento. Las reservas de 5 o más habitaciones podrían estar sujetas a condiciones especiales y comportar suplementos adicionales. A la llegada, los huéspedes deben presentar la tarjeta de crédito utilizada para realizar la reserva. Si ninguno de los huéspedes es el titular de la tarjeta de crédito utilizada para hacer la reserva, se deberá contactar con el establecimiento con antelación."
168,Cosmopolitan Boutique Rambla,"8,5",3,Eixample,1.1,2.771,"El Cosmopolitan Boutique Rambla está situado en el barrio del Eixample de Barcelona, a solo 200 metros del famoso edificio de La Pedrera de Gaudí. Este establecimiento ofrece habitaciones con WiFi gratuita.

Las habitaciones del Cosmopolitan Boutique Rambla cuentan con suelo típico de baldosa y techos altos. Todas incluyen calefacción, TV y baño privado. Algunas disponen de balcón con vistas a la ciudad.

El Cosmopolitan Boutique Rambla se encuentra en la Rambla de Cataluña, una avenida arbolada repleta de tiendas, cafeterías y bares de tapas.

El paseo de Gracia está a 100 metros y la parada de metro de Diagonal, a 50 metros. Las Ramblas, la Sagrada Familia y el estadio del Camp Nou se hallan a pocas paradas de metro."
169,NH Collection Barcelona Constanza,"8,6",4,Les Corts,2.8,4.274,"El NH Collection Barcelona Constanza ofrece habitaciones modernas con TV vía satélite y dispone de azotea con piscina y terraza. Se halla junto al centro comercial L’Illa de la avenida Diagonal, a 15 minutos a pie de la estación de tren de Sants.

Las habitaciones del establecimiento Constanza son modernas y elegantes. Disponen de cafetera Nespresso, TV de pantalla plana, carta de almohadas y baño con ducha de efecto lluvia y secador de pelo profesional. Se proporciona wifi gratuita.

Los huéspedes pueden utilizar el spa por un suplemento. Las estancias en habitaciones premium, suites junior y suites incluyen el acceso al spa. El acceso al gimnasio es gratuito. El servicio de habitaciones está disponible las 24 horas.

Este alojamiento sirve un desayuno buffet Antiox saludable, que incluye platos antioxidantes elaborados con ingredientes ecológicos.

El hotel se encuentra a 15 minutos a pie del estadio Camp Nou del FC Barcelona. La estación de metro María Cristina está situada a 10 minutos a pie y conecta con el centro de exposiciones Fira en menos de 10 minutos."
170,Casa Gracia,"8,3",,Gracia,1.4,2.450,"La Casa Gràcia es un albergue moderno ubicado en la parte alta del Paseo de Gracia, a 300 metros de La Pedrera de Gaudí. Cuenta con habitaciones con aire acondicionado y WiFi gratuita en todas las instalaciones. 

Cuenta con apartamentos y habitaciones privadas y compartidas. La Casa Gràcia tiene recepción 24 horas e instalaciones de uso común, como terraza, salón, cocina y zona de comedor. 

El albergue organiza recorridos diarios a pie por la ciudad.

La Casa Gràcia se encuentra a pocos metros de la avenida Diagonal y a unos 300 metros de la estación de metro Diagonal, que enlaza con la Sagrada Familia. 

En el Paseo de Gracia hay varias tiendas exclusivas, restaurantes y bares. La Casa Batlló de Gaudí se encuentra a 10 minutos a pie, así como el popular barrio de Gràcia. En la zona hay varios edificios modernistas de gran belleza."
171,Catalonia Plaza Catalunya,"8,6",4,Eixample,0.15,3.888,"El Hotel Catalonia Plaza Cataluña ofrece piscina al aire libre y habitaciones con aire acondicionado, WiFi gratuita y TV vía satélite. Ocupa un edificio a 50 metros situado en la plaza de Catalunya de Barcelona. Las habitaciones incluyen TV inteligente con Chromecast.

El hotel sirve un desayuno buffet continental con cocina en vivo. Incluye una amplia variedad de productos regionales y pasteles caseros.

El Catalonia Plaza Cataluña Hotel tiene terraza solárium con tumbonas, gimnasio y piscina. Cuenta con spa con sala para tratamientos y masajes.

El Hotel Catalonia Plaza está a 5 minutos a pie del Barrio Gótico de Barcelona y del Palau de la Música Catalana. Al otro lado de la plaza de Cataluña, a solo 100 metros, se encuentra la parada del autobús que ofrece un servicio regular al aeropuerto."
172,Hotel Royal Passeig de Gracia,"8,5",4,Eixample,1.0,3.403,"El Hotel Royal Passeig de Gracia, situado a 50 metros de La Pedrera y de la estación de metro Diagonal, cuenta con un bar con terraza y vistas panorámicas a Barcelona. Este hotel de 4 estrellas también tiene un jardín interior.

El Hotel Royal Passeig de Gracia ocupa un edificio restaurado de arquitectura contemporánea. Las habitaciones son elegantes y cuentan con aire acondicionado, TV de pantalla plana, WiFi gratuita y baño con ducha de efecto lluvia. 

El hotel está a 5 minutos a pie de la Casa Batlló. La plaza Catalunya y Las Ramblas quedan a 2 paradas de metro de la estación de Diagonal. 

El barrio de Gràcia queda a 5 minutos a pie. Rambla Catalunya, bordeada de árboles y repleta de cafeterías con encanto, está a 200 metros."
173,ApartEasy - Eixample Center,"6,6",3,Eixample,1.3,1.817,"ApartEasy - Eixample Center ofrece wifi gratis y se encuentra en el centro de Barcelona, a 7 min a pie de Paseo de Gracia y a 700 metros de La Pedrera. El apartamento cuenta con parking privado y está a 12 min a pie de Casa Batlló.

Este apartamento con aire acondicionado consta de 2 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Plaza Cataluña, Estación de metro Passeig de Gràcia y Teatro Tívoli. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 13 km del alojamiento."
174,Hostal Girona,"8,8",,Eixample,0.7,2.363,"El Hostal Girona está situado en pleno centro histórico de Barcelona, ​​a 10 minutos a pie del Passeig de Gràcia y de Plaça Catalunya, Hay WiFi gratuita.

El Hostal Girona es un pequeño hostal moderno con ascensor. Todas las habitaciones cuentan con aire acondicionado y TV. Algunas incluyen baño privado y otras, baño compartido.

La Casa Batlló y La Pedrera de Gaudí se encuentran a pocos pasos del hostal. Hay aparcamiento privado en las inmediaciones, disponible por un suplemento diario.

El establecimiento se encuentra en un edificio histórico del siglo XIX que formaba parte del Quadrat d'Or. Este bloque fue diseñado por el padre del barrio del Eixample, Ildefons Cerdà."
175,Sunotel Central,"8,0",4,Eixample,0.8,4.204,"El Sunotel Central cuenta con piscina en la azotea y bañera de hidromasaje con vistas a Barcelona, y se encuentra en el centro de Barcelona, a solo 10 minutos a pie de la plaza de Cataluña.

Las modernas habitaciones del Sunotel Central están equipadas con conexión WiFi de alta velocidad gratuita, TV vía satélite y baño privado con secador de pelo y artículos de aseo.

El hotel se encuentra a solo 200 metros de la estación de metro Universitat y a 10 minutos a pie de Las Ramblas, famosa por sus artistas callejeros.

Por las mañanas el establecimiento ofrece un desayuno buffet variado, fresco y saludable.

La recepción del hotel, abierta las 24 horas, ofrece servicio de reserva de entradas y consigna de equipaje. Asimismo, hay ordenadores de uso gratuito en el vestíbulo, y salas de reuniones."
176,Hotel Miramar Barcelona GL,"7,8",5,Sants,1.9,3.244,"El Miramar Barcelona se encuentra en un entorno pintoresco, en los jardines de la montaña de Montjuïc. Ofrece vistas al mar Mediterráneo, 2 piscinas, WiFi gratuita y habitaciones con magníficas vistas a Barcelona.

Ocupa un antiguo palacio de estilo novecentista con varios elementos originales y es uno de los símbolos de la ciudad. Sus interiores presentan un diseño elegante y contemporáneo.

El hotel cuenta con centro de fitness y piscina al aire libre. También tiene el spa L´Occitane, con piscina cubierta, bañera de hidromasaje, sauna, baño de vapor, duchas de presión y cabinas de tratamientos.

Ofrece servicio de habitaciones 24 horas y bar con terraza. El restaurante Studio Miramar sirve una selección de platos catalanes y mediterráneos.

Las habitaciones del Miramar incluyen aire acondicionado, ventanales, TV de 47 pulgadas con canales internacionales, minibar con una botella de agua gratuita y baño privado con artículos de aseo de L´Occitane, secador de pelo, albornoces, zapatillas y ducha o bañera de diseño.

El Miramar está a menos de 20 minutos a pie de la fundación Joan Miró, del puerto antiguo y del Museo Nacional de Arte de Cataluña. Se encuentra a solo 10 minutos a pie del estadio olímpico y del Palau Sant Jordi."
177,Catalonia Ramblas 4* Sup,"8,5",4,Ciutat Vella,0.3,3.998,"El Catalonia Ramblas 4* Sup está ubicado en Barcelona, junto a la famosa zona de Las Ramblas y a 3 minutos a pie de la céntrica plaza de Cataluña, y ofrece piscina de temporada al aire libre con terraza orientada al sur, bar cafetería junto a la piscina y zona de chill-out.

Las habitaciones, amplias y luminosas, se hallan en un edificio modernista. Disponen de WiFi gratuita, set de té/café y Smart TV de pantalla plana con canales vía satélite y la aplicación Chromecast. Algunos alojamientos tienen terraza privada con piscina. Hay servicio de habitaciones.

El spa del Catalonia Ramblas 4* Sup cuenta con zona de relajación. Hay sauna, baño de vapor y bañera de hidromasaje. También se ofrecen tratamientos de belleza y un servicio de masajes.

El restaurante Pelai del hotel sirve platos catalanes elaborados según el concepto de cocina de mercado. Los platos se elaboran en una cocina de carbón y pueden tomarse en la terraza Pelai, situada en la azotea y que cuenta con una zona de chill-out con vistas panorámicas a la ciudad. El desayuno buffet se sirve todos los días. Los fines de semana, está disponible hasta las 11:00.

En verano, la terraza está abierta hasta las 00:00 y ofrece una carta veraniega, además de cócteles y batidos."
178,El Avenida Palace,"8,5",4,Eixample,0.35,4.961,"El Avenida Palace Hotel se encuentra en la Gran Vía de Barcelona, ​​a 5 minutos a pie de la Plaza Catalunya, de La Rambla y del Paseo de Gracia. El establecimiento presenta unos interiores majestuosos con una impresionante escalinata y columnas de mármol.

Muchos personajes famosos se han alojado en el Hotel Avenida Palace, como los Beatles en 1965.

Las habitaciones son elegantes e incluyen aire acondicionado, TV vía satélite, suelos de moqueta o parquet, minibar, escritorio y caja fuerte. Además, están insonorizadas.

La terraza panorámica del hotel, ubicada en la azotea, tiene vistas a la ciudad, terraza y piscina. También hay un bar salón, recepción abierta las 24 horas, WiFi gratuita y servicio de habitaciones."
179,Axel Hotel Barcelona - Adults Only,"8,1",4,Eixample,0.8,2.441,"La zona que rodea el Hotel Axel Barcelona es conocida como el Gay-xample, por su animado ambiente gay. El personal conoce bien el ambiente gay local y el hotel es hetero friendly.

Este hotel de diseño ofrece WiFi gratuita en todas las instalaciones y se encuentra cerca de las tiendas exclusivas del paseo de Gracia. Además, el establecimiento Axel Hotel dispone de un spa de 500 m² con piscina de hidromasaje y saunas, además de habitaciones modernas con TV de pantalla plana con canales vía satélite.

El sky bar del hotel Axel cuenta con piscina grande, terraza con bañera de hidromasaje y bar de cócteles. Se celebran fiestas, exposiciones de arte y espectáculos.

El establecimiento Axel Hotel Barcelona & Urban Spa está bien comunicado con las Ramblas, el Museo Picasso y el Barrio Gótico. Este hotel ocupa un bonito edificio del siglo XIX."
180,Sunotel Club Central,"7,9",4,Eixample,1.1,3.070,"El Sunotel Club Central se encuentra en el elegante barrio barcelonés del Eixample y ofrece piscina al aire libre y terraza con bañera de hidromasaje.

Las habitaciones son modernas y cuentan con aire acondicionado, WiFi gratuita de alta velocidad, TV y minibar. El baño privado incluye bañera, ducha y secador de pelo.

El Sunotel Club Central alberga un bar acogedor que sirve bebidas y aperitivos. Hay servicio de habitaciones y la recepción está abierta las 24 horas. Se proporcionan bicicletas de uso gratuito, bajo petición y sujetas a disponibilidad.

El Sunotel Club Central se encuentra a 10 minutos a pie de los monumentos de Gaudí y de las tiendas de diseño del Passeig de Gràcia. La plaza de Catalunya y Las Ramblas están a 15 minutos a pie. En la plaza de Catalunya hay autobuses que enlazan con el aeropuerto."
181,Catalonia Rigoletto,"8,5",4,Les Corts,3.7,3.478,"El Catalonia Rigoletto es elegante y se halla a 500 metros del estadio Camp Nou (donde juega sus partidos como local el F.C. Barcelona) y a 5 minutos a pie de la estación de metro María Cristina. Tiene piscina al aire libre y habitaciones con WiFi gratuita y TV de pantalla plana.

Las habitaciones del hotel Rigoletto son amplias, están equipadas con aire acondicionado y presentan una decoración con mobiliario de madera oscura y tejidos de lujo. Además, disponen de TV vía satélite, minibar, caja fuerte y teléfono inteligente de uso gratuito.

Se sirve un desayuno buffet en el comedor. El restaurante La Traviata es elegante y propone platos de la cocina mediterránea. Este hotel también alberga un bar donde se exponen obras de arte con encanto.

Lugares de interés como Las Ramblas o la Casa Batlló de Gaudí quedan a 15 minutos en metro. El hotel Rigoletto se encuentra a solo 1,5 km de la estación de tren de Sants, que ofrece un servicio de enlace con el aeropuerto."
182,Sweett - Eixample,"8,4",4,Eixample,1.2,2.537,"Sweett - Eixample se encuentra a 14 min a pie de Casa Batlló y ofrece alojamiento con balcón y wifi gratis.

El alojamiento tiene aire acondicionado, cocina totalmente equipada y con zona de comedor, TV de pantalla plana y baño privado con bañera o ducha, artículos de aseo gratuitos y secador de pelo. También se ofrece nevera, lavavajillas y horno, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como Paseo de Gracia, Plaza Cataluña y Estación de metro Passeig de Gràcia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 12 km."
183,Eco Boutique Hostal Grau,"9,0",2,Ciutat Vella,0.3,2.291,"Este hotel ecológico de gestión familiar está situado a 200 metros de Las Ramblas y de la plaza de Cataluña. Todas las habitaciones están hechas con materiales orgánicos y ecológicos. La pintura es libre de PVC.

Todas las habitaciones del Hostal Grau tienen baño privado con artículos de aseo gratuitos elaborados con ingredientes naturales como la lavanda. Algunas habitaciones disponen de balcón, mientras que otras dan a un jardín vertical.

El hotel también cuenta con 1 habitación desconectada con una reducción de radiación electromagnética. Todo el edificio está diseñado de forma ecológica. Cuenta con iluminación de bajo consumo y sistema de reciclado del agua. Se utilizan energías limpias y renovables.

El salón del establecimiento ofrece tés e infusiones naturales gratis.

El establecimiento se encuentra a solo 350 metros del Museo de Arte Moderno (MACBA) y a 15 minutos a pie de la zona de Port Vell. Los autobuses directos al aeropuerto de Barcelona paran en la cercana plaza Universitat."
184,Happy People Gaudi Sant Pau Apartments,"8,0",3,Sant Martí,2.9,4.093,"El Happy People Sagrada Familia Apartments ofrece apartamentos y estudios con aire acondicionado y WiFi gratuita. El alojamiento está a 5 minutos a pie de la estación de metro de Camp de l'Arpa.

Los estudios y apartamentos incluyen zona de salón comedor con aire acondicionado, sofá, TV de pantalla plana y zona de cocina con microondas, lavavajillas y nevera. Algunas habitaciones cuentan con ventilador de techo. El baño es moderno e incluye secador de pelo. Se proporcionan toallas y ropa de cama.

A 5 minutos a pie hay diversos bares, restaurantes y supermercados. El establecimiento ofrece recorridos gratuitos por la ciudad. El servicio de enlace con el aeropuerto está disponible bajo petición y por un suplemento.

Este establecimiento se encuentra en una zona residencial del distrito del Eixample, a 15 minutos a pie de la Sagrada Familia. Se puede llegar a Plaza Catalunya y las Ramblas en 30 minutos en transporte público. El hospital de Sant Pau, un espectacular ejemplo de arquitectura modernista, se encuentra a 5 minutos a pie."
